what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1322767788042
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322767843059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322767852933
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322767871425
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322767896396
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322767917770
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322767920584
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322767922391
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322767967259
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322767969520
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322767990742
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322767993095
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322768003757
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322768004792
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322768103251
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322768111404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322768130369
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322768404265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322768461490
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322768506474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322768512773
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1322768561333
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322768570836
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1322768578955
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322768579214
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322768579338
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322768608815
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1322768617544
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1322768620434
